"rt-td","rt-td 2","rt-td href","team-display-link href","team-logo src","team-name","rt-td 3","rt-td 4","rt-td 5","rt-td 6","rt-td 7","rt-td 8","rt-td 9","rt-td 10","rt-td 11"
"96","Arttu Karki","https://www.nhl.com/player/arttu-karki-8484397","https://records.nhl.com/vgk/franchises/vegas-golden-knights/draft-selections","https://assets.nhle.com/logos/nhl/svg/VGK_light.svg","Vegas Golden Knights","3","32","D","FIN","6' 2""","176","FINLAND-JR.","Tappara Jr.",""
"97","Konnor Smith","https://www.nhl.com/player/konnor-smith-8484395","https://records.nhl.com/ana/franchises/anaheim-ducks/draft-selections","https://assets.nhle.com/logos/nhl/svg/ANA_light.svg","Anaheim Ducks","4","1","D","CAN","6' 5""","208","OHL","Peterborough",""
"98","Andrew Strathmann","https://www.nhl.com/player/andrew-strathmann-8484232","https://records.nhl.com/cbj/franchises/columbus-blue-jackets/draft-selections","https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg","Columbus Blue Jackets","4","2","D","USA","5' 11""","185","USHL","Youngstown",""
"99","Alex Pharand","https://www.nhl.com/player/alex-pharand-8484212","https://records.nhl.com/chi/franchises/chicago-blackhawks/draft-selections","https://assets.nhle.com/logos/nhl/svg/CHI_light.svg","Chicago Blackhawks","4","3","C","CAN","6' 2""","205","OHL","Sudbury",""
"100","Alexander Rykov","https://www.nhl.com/player/alexander-rykov-8484402","https://records.nhl.com/car/franchises/carolina-hurricanes/draft-selections","https://assets.nhle.com/logos/nhl/svg/CAR_light.svg","Carolina Hurricanes","4","4","SJS-CAR","RW","RUS","6' 0""","RUSSIA-2","Chelmet","176"
"101","Florian Xhekaj","https://www.nhl.com/player/florian-xhekaj-8484403","https://records.nhl.com/mtl/franchises/montreal-canadiens/draft-selections","https://assets.nhle.com/logos/nhl/svg/MTL_light.svg","Montréal Canadiens","4","5","LW","CAN","6' 2""","175","OHL","Hamilton",""
"102","Terrell Goldsmith","https://www.nhl.com/player/terrell-goldsmith-8484175","https://records.nhl.com/ari/franchises/arizona-coyotes/draft-selections","https://assets.nhle.com/logos/nhl/svg/ARI_light.svg","Arizona Coyotes","4","6","D","CAN","6' 4""","220","WHL","Prince Albert",""
"103","Cole Knuble","https://www.nhl.com/player/cole-knuble-8483787","https://records.nhl.com/phi/franchises/philadelphia-flyers/draft-selections","https://assets.nhle.com/logos/nhl/svg/PHI_light.svg","Philadelphia Flyers","4","7","C","USA","5' 10""","185","USHL","Fargo",""
"104","Patrick Thomas","https://www.nhl.com/player/patrick-thomas-8484404","https://records.nhl.com/wsh/franchises/washington-capitals/draft-selections","https://assets.nhle.com/logos/nhl/svg/WSH_light.svg","Washington Capitals","4","8","C","CAN","6' 0""","172","OHL","Hamilton",""
"105","Ty Mueller","https://www.nhl.com/player/ty-mueller-8484406","https://records.nhl.com/van/franchises/vancouver-canucks/draft-selections","https://assets.nhle.com/logos/nhl/svg/VAN_light.svg","Vancouver Canucks","4","9","DET-VAN","C","CAN","5' 11""","NCHC","Nebraska-Omaha","185"
"106","Jakub Stancl","https://www.nhl.com/player/jakub-stancl-8484229","https://records.nhl.com/stl/franchises/st-louis-blues/draft-selections","https://assets.nhle.com/logos/nhl/svg/STL_light.svg","St. Louis Blues","4","10","C","CZE","6' 3""","202","SWEDEN-JR.","Vaxjo Jr.",""
"107","Vilmer Alriksson","https://www.nhl.com/player/vilmer-alriksson-8484408","https://records.nhl.com/van/franchises/vancouver-canucks/draft-selections","https://assets.nhle.com/logos/nhl/svg/VAN_light.svg","Vancouver Canucks","4","11","LW","SWE","6' 6""","214","SWEDEN-JR.","Djurgarden Jr.",""
"108","Hoyt Stanley","https://www.nhl.com/player/hoyt-stanley-8484409","https://records.nhl.com/ott/franchises/ottawa-senators/draft-selections","https://assets.nhle.com/logos/nhl/svg/OTT_light.svg","Ottawa Senators","4","12","D","CAN","6' 2""","187","BCHL","Victoria",""
"109","Ethan Miedema","https://www.nhl.com/player/ethan-miedema-8484193","https://records.nhl.com/buf/franchises/buffalo-sabres/draft-selections","https://assets.nhle.com/logos/nhl/svg/BUF_light.svg","Buffalo Sabres","4","13","LW","CAN","6' 4""","208","OHL","Kingston",""
"110","Bogdan Konyushkov","https://www.nhl.com/player/bogdan-konyushkov-8484410","https://records.nhl.com/mtl/franchises/montreal-canadiens/draft-selections","https://assets.nhle.com/logos/nhl/svg/MTL_light.svg","Montréal Canadiens","4","14","PIT-MTL","D","RUS","5' 11""","RUSSIA","Nizhny Novgorod","176"
"111","Joey Willis","https://www.nhl.com/player/joey-willis-8484412","https://records.nhl.com/nsh/franchises/nashville-predators/draft-selections","https://assets.nhle.com/logos/nhl/svg/NSH_light.svg","Nashville Predators","4","15","C","USA","5' 10""","170","OHL","Saginaw",""
"112","Jaden Lipinski","https://www.nhl.com/player/jaden-lipinski-8484189","https://records.nhl.com/cgy/franchises/calgary-flames/draft-selections","https://assets.nhle.com/logos/nhl/svg/CGY_light.svg","Calgary Flames","4","16","C","USA","6' 4""","210","WHL","Vancouver",""
"113","Jesse Nurmi","https://www.nhl.com/player/jesse-nurmi-8484208","https://records.nhl.com/nyi/franchises/new-york-islanders/draft-selections","https://assets.nhle.com/logos/nhl/svg/NYI_light.svg","New York Islanders","4","17","LW","FIN","5' 11""","168","FINLAND-JR.","Kookoo Jr.",""
"114","Luca Pinelli","https://www.nhl.com/player/luca-pinelli-8484214","https://records.nhl.com/cbj/franchises/columbus-blue-jackets/draft-selections","https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg","Columbus Blue Jackets","4","18","WPG-SEA-CBJ","C","CAN","5' 9""","OHL","Ottawa","167"
"115","Jayson Shaugabay","https://www.nhl.com/player/jayson-shaugabay-8484226","https://records.nhl.com/tbl/franchises/tampa-bay-lightning/draft-selections","https://assets.nhle.com/logos/nhl/svg/TBL_light.svg","Tampa Bay Lightning","4","19","TBL-NSH-TBL","RW","USA","5' 9""","HIGH-MN","Warroad","165"
"116","Andrei Loshko","https://www.nhl.com/player/andrei-loshko-8484415","https://records.nhl.com/sea/franchises/seattle-kraken/draft-selections","https://assets.nhle.com/logos/nhl/svg/SEA_light.svg","Seattle Kraken","4","20","C","BLR","6' 1""","173","QMJHL","Chicoutimi",""
"117","Larry Keenan","https://www.nhl.com/player/larry-keenan-8484182","https://records.nhl.com/det/franchises/detroit-red-wings/draft-selections","https://assets.nhle.com/logos/nhl/svg/DET_light.svg","Detroit Red Wings","4","21","MIN-DET","D","CAN","6' 3""","HIGH-IN","Culver Academy","186"
"118","Hampton Slukynsky","https://www.nhl.com/player/hampton-slukynsky-8484417","https://records.nhl.com/lak/franchises/los-angeles-kings/draft-selections","https://assets.nhle.com/logos/nhl/svg/LAK_light.svg","Los Angeles Kings","4","22","G","USA","6' 1""","179","HIGH-MN","Warroad",""
"119","Matthew Perkins","https://www.nhl.com/player/matthew-perkins-8484419","https://records.nhl.com/van/franchises/vancouver-canucks/draft-selections","https://assets.nhle.com/logos/nhl/svg/VAN_light.svg","Vancouver Canucks","4","23","NYR-VAN","C","CAN","5' 11""","USHL","Youngstown","156"
"120","Alex Ciernik","https://www.nhl.com/player/alex-ciernik-8484156","https://records.nhl.com/phi/franchises/philadelphia-flyers/draft-selections","https://assets.nhle.com/logos/nhl/svg/PHI_light.svg","Philadelphia Flyers","4","24","EDM-PHI","LW","DEU","5' 10""","SWEDEN-2","Sodertalje","174"
"121","Juha Jatkola","https://www.nhl.com/player/juha-jatkola-8484407","https://records.nhl.com/nsh/franchises/nashville-predators/draft-selections","https://assets.nhle.com/logos/nhl/svg/NSH_light.svg","Nashville Predators","4","25","TOR-NSH","G","FIN","6' 1""","FINLAND","Kalpa","176"
"122","Cam Squires","https://www.nhl.com/player/cam-squires-8484405","https://records.nhl.com/njd/franchises/new-jersey-devils/draft-selections","https://assets.nhle.com/logos/nhl/svg/NJD_light.svg","New Jersey Devils","4","26","RW","CAN","6' 0""","165","QMJHL","Cape Breton",""
"123","Luca Cagnoni","https://www.nhl.com/player/luca-cagnoni-8484152","https://records.nhl.com/sjs/franchises/san-jose-sharks/draft-selections","https://assets.nhle.com/logos/nhl/svg/SJS_light.svg","San Jose Sharks","4","27","COL-SEA-SJS","D","CAN","5' 9""","WHL","Portland","182"
"124","Beckett Hendrickson","https://www.nhl.com/player/beckett-hendrickson-8484179","https://records.nhl.com/bos/franchises/boston-bruins/draft-selections","https://assets.nhle.com/logos/nhl/svg/BOS_light.svg","Boston Bruins","4","28","C","USA","6' 2""","174","NTDP","USA U-18",""
"125","Aram Minnetian","https://www.nhl.com/player/aram-minnetian-8484194","https://records.nhl.com/dal/franchises/dallas-stars/draft-selections","https://assets.nhle.com/logos/nhl/svg/DAL_light.svg","Dallas Stars","4","29","D","USA","5' 11""","195","NTDP","USA U-18",""
"126","Stanislav Yarovoi","https://www.nhl.com/player/stanislav-yarovoi-8484418","https://records.nhl.com/car/franchises/carolina-hurricanes/draft-selections","https://assets.nhle.com/logos/nhl/svg/CAR_light.svg","Carolina Hurricanes","4","30","RW","RUS","5' 11""","190","RUSSIA","Vityaz",""
"127","Albert Wikman","https://www.nhl.com/player/albert-wikman-8484411","https://records.nhl.com/fla/franchises/florida-panthers/draft-selections","https://assets.nhle.com/logos/nhl/svg/FLA_light.svg","Florida Panthers","4","31","D","SWE","6' 0""","191","SWEDEN-JR.","Farjestad Jr.",""
"128","Quentin Miller","https://www.nhl.com/player/quentin-miller-8484416","https://records.nhl.com/mtl/franchises/montreal-canadiens/draft-selections","https://assets.nhle.com/logos/nhl/svg/MTL_light.svg","Montréal Canadiens","4","32","VGK-MTL","G","CAN","6' 2""","QMJHL","Quebec","183"
"129","Rodwin Dionicio","https://www.nhl.com/player/rodwin-dionicio-8484414","https://records.nhl.com/ana/franchises/anaheim-ducks/draft-selections","https://assets.nhle.com/logos/nhl/svg/ANA_light.svg","Anaheim Ducks","5","1","D","USA","6' 2""","207","OHL","Windsor",""
"130","Axel Landen","https://www.nhl.com/player/axel-landen-8484413","https://records.nhl.com/sjs/franchises/san-jose-sharks/draft-selections","https://assets.nhle.com/logos/nhl/svg/SJS_light.svg","San Jose Sharks","5","2","CBJ-SJS","D","SWE","6' 1""","SWEDEN-JR.","HV 71 Jr.","185"
"131","Marcel Marcel","https://www.nhl.com/player/marcel-marcel-8484420","https://records.nhl.com/chi/franchises/chicago-blackhawks/draft-selections","https://assets.nhle.com/logos/nhl/svg/CHI_light.svg","Chicago Blackhawks","5","3","LW","CZE","6' 4""","242","QMJHL","Gatineau",""
"132","Eric Pohlkamp","https://www.nhl.com/player/eric-pohlkamp-8484421","https://records.nhl.com/sjs/franchises/san-jose-sharks/draft-selections","https://assets.nhle.com/logos/nhl/svg/SJS_light.svg","San Jose Sharks","5","4","D","USA","5' 10""","201","USHL","Cedar Rapids",""
"133","Sam Harris","https://www.nhl.com/player/sam-harris-8484422","https://records.nhl.com/mtl/franchises/montreal-canadiens/draft-selections","https://assets.nhle.com/logos/nhl/svg/MTL_light.svg","Montréal Canadiens","5","5","LW","USA","5' 11""","180","USHL","Sioux Falls",""
"134","Melker Thelin","https://www.nhl.com/player/melker-thelin-8484423","https://records.nhl.com/ari/franchises/arizona-coyotes/draft-selections","https://assets.nhle.com/logos/nhl/svg/ARI_light.svg","Arizona Coyotes","5","6","G","SWE","6' 2""","170","SWE-JR. U18","Bjorkloven U18",""
"135","Carter Sotheran","https://www.nhl.com/player/carter-sotheran-8484228","https://records.nhl.com/phi/franchises/philadelphia-flyers/draft-selections","https://assets.nhle.com/logos/nhl/svg/PHI_light.svg","Philadelphia Flyers","5","7","D","CAN","6' 3""","202","WHL","Portland",""
"136","Cam Allen","https://www.nhl.com/player/cam-allen-8484140","https://records.nhl.com/wsh/franchises/washington-capitals/draft-selections","https://assets.nhle.com/logos/nhl/svg/WSH_light.svg","Washington Capitals","5","8","D","CAN","6' 0""","192","OHL","Guelph",""
"137","Jack Phelan","https://www.nhl.com/player/jack-phelan-8484426","https://records.nhl.com/det/franchises/detroit-red-wings/draft-selections","https://assets.nhle.com/logos/nhl/svg/DET_light.svg","Detroit Red Wings","5","9","D","USA","6' 2""","171","USHL","Sioux Falls",""
"138","Paul Fischer","https://www.nhl.com/player/paul-fischer-8484167","https://records.nhl.com/stl/franchises/st-louis-blues/draft-selections","https://assets.nhle.com/logos/nhl/svg/STL_light.svg","St. Louis Blues","5","10","D","USA","6' 1""","200","NTDP","USA U-18",""
"139","Charles-Alexis Legault","https://www.nhl.com/player/charles-alexis-legault-8484428","https://records.nhl.com/car/franchises/carolina-hurricanes/draft-selections","https://assets.nhle.com/logos/nhl/svg/CAR_light.svg","Carolina Hurricanes","5","11","VAN-CAR","D","CAN","6' 3""","ECAC","Quinnipiac","208"
"140","Matthew Andonovski","https://www.nhl.com/player/matthew-andonovski-8484429","https://records.nhl.com/ott/franchises/ottawa-senators/draft-selections","https://assets.nhle.com/logos/nhl/svg/OTT_light.svg","Ottawa Senators","5","12","D","CAN","6' 2""","200","OHL","Kitchener",""
"141","Scott Ratzlaff","https://www.nhl.com/player/scott-ratzlaff-8484218","https://records.nhl.com/buf/franchises/buffalo-sabres/draft-selections","https://assets.nhle.com/logos/nhl/svg/BUF_light.svg","Buffalo Sabres","5","13","G","CAN","6' 0""","175","WHL","Seattle",""
"142","Mikhail Ilyin","https://www.nhl.com/player/mikhail-ilyin-8484427","https://records.nhl.com/pit/franchises/pittsburgh-penguins/draft-selections","https://assets.nhle.com/logos/nhl/svg/PIT_light.svg","Pittsburgh Penguins","5","14","RW","RUS","6' 0""","181","RUSSIA-JR.","Cherepovets Jr.",""
"143","Sutter Muzzatti","https://www.nhl.com/player/sutter-muzzatti-8484425","https://records.nhl.com/nsh/franchises/nashville-predators/draft-selections","https://assets.nhle.com/logos/nhl/svg/NSH_light.svg","Nashville Predators","5","15","C","USA","6' 5""","210","ECAC","RPI",""
"144","Yevgeni Volokhin","https://www.nhl.com/player/yevgeni-volokhin-8484424","https://records.nhl.com/mtl/franchises/montreal-canadiens/draft-selections","https://assets.nhle.com/logos/nhl/svg/MTL_light.svg","Montréal Canadiens","5","16","CGY-MTL","G","RUS","6' 3""","RUSSIA-JR.","Khanty-Mansiysk Jr.","168"
"145","Justin Gill","https://www.nhl.com/player/justin-gill-8483913","https://records.nhl.com/nyi/franchises/new-york-islanders/draft-selections","https://assets.nhle.com/logos/nhl/svg/NYI_light.svg","New York Islanders","5","17","C","CAN","6' 1""","190","QMJHL","Sherbrooke",""
"146","Jacob Julien","https://www.nhl.com/player/jacob-julien-8484430","https://records.nhl.com/wpg/franchises/winnipeg-jets/draft-selections","https://assets.nhle.com/logos/nhl/svg/WPG_light.svg","Winnipeg Jets","5","18","C","CAN","6' 4""","181","OHL","London",""
"147","Kevin Bicker","https://www.nhl.com/player/kevin-bicker-8484432","https://records.nhl.com/det/franchises/detroit-red-wings/draft-selections","https://assets.nhle.com/logos/nhl/svg/DET_light.svg","Detroit Red Wings","5","19","TBL-NSH-DET","LW","DEU","6' 0""","GERMANY-JR.","Mannheim Jr.","176"
"148","Kaden Hammell","https://www.nhl.com/player/kaden-hammell-8484433","https://records.nhl.com/sea/franchises/seattle-kraken/draft-selections","https://assets.nhle.com/logos/nhl/svg/SEA_light.svg","Seattle Kraken","5","20","D","CAN","6' 1""","173","WHL","Everett",""
"149","Aaron Pionk","https://www.nhl.com/player/aaron-pionk-8484215","https://records.nhl.com/min/franchises/minnesota-wild/draft-selections","https://assets.nhle.com/logos/nhl/svg/MIN_light.svg","Minnesota Wild","5","21","D","USA","6' 1""","173","USHL","Waterloo",""
"150","Matthew Mania","https://www.nhl.com/player/matthew-mania-8484435","https://records.nhl.com/lak/franchises/los-angeles-kings/draft-selections","https://assets.nhle.com/logos/nhl/svg/LAK_light.svg","Los Angeles Kings","5","22","D","USA","6' 1""","180","OHL","Sudbury",""
"151","Thomas Milic","https://www.nhl.com/player/thomas-milic-8483114","https://records.nhl.com/wpg/franchises/winnipeg-jets/draft-selections","https://assets.nhle.com/logos/nhl/svg/WPG_light.svg","Winnipeg Jets","5","23","NYR-WPG","G","CAN","6' 0""","WHL","Seattle","179"
"152","Rasmus Larsson","https://www.nhl.com/player/rasmus-larsson-8484436","https://records.nhl.com/nyr/franchises/new-york-rangers/draft-selections","https://assets.nhle.com/logos/nhl/svg/NYR_light.svg","New York Rangers","5","24","EDM-NYR","D","SWE","6' 3""","SWEDEN-JR.","Vasteras Jr.","200"
"153","Hudson Malinoski","https://www.nhl.com/player/hudson-malinoski-8484438","https://records.nhl.com/tor/franchises/toronto-maple-leafs/draft-selections","https://assets.nhle.com/logos/nhl/svg/TOR_light.svg","Toronto Maple Leafs","5","25","C","CAN","6' 0""","175","AJHL","Brooks",""
"154","Chase Cheslock","https://www.nhl.com/player/chase-cheslock-8484439","https://records.nhl.com/njd/franchises/new-jersey-devils/draft-selections","https://assets.nhle.com/logos/nhl/svg/NJD_light.svg","New Jersey Devils","5","26","D","USA","6' 3""","208","HIGH-MN","Rogers",""
"155","Nikita Ishimnikov","https://www.nhl.com/player/nikita-ishimnikov-8484431","https://records.nhl.com/col/franchises/colorado-avalanche/draft-selections","https://assets.nhle.com/logos/nhl/svg/COL_light.svg","Colorado Avalanche","5","27","D","RUS","6' 3""","194","RUSSIA-JR.","Yekaterinburg Jr.",""
"156","Melvin Strahl","https://www.nhl.com/player/melvin-strahl-8484441","https://records.nhl.com/cbj/franchises/columbus-blue-jackets/draft-selections","https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg","Columbus Blue Jackets","5","28","BOS-MIN-CBJ","G","SWE","6' 3""","SWEDEN-JR.","Modo Jr.","163"
"157","Arno Tiefensee","https://www.nhl.com/player/arno-tiefensee-8484442","https://records.nhl.com/dal/franchises/dallas-stars/draft-selections","https://assets.nhle.com/logos/nhl/svg/DAL_light.svg","Dallas Stars","5","29","G","DEU","6' 4""","192","GERMANY","Mannheim",""
"158","Ruslan Khazheyev","https://www.nhl.com/player/ruslan-khazheyev-8484440","https://records.nhl.com/car/franchises/carolina-hurricanes/draft-selections","https://assets.nhle.com/logos/nhl/svg/CAR_light.svg","Carolina Hurricanes","5","30","G","RUS","6' 4""","201","RUSSIA-JR.","Chelyabinsk Jr.",""
"159","Olof Glifford","https://www.nhl.com/player/olof-glifford-8484437","https://records.nhl.com/fla/franchises/florida-panthers/draft-selections","https://assets.nhle.com/logos/nhl/svg/FLA_light.svg","Florida Panthers","5","31","G","SWE","6' 4""","191","SWE-JR. U18","HV 71 U18",""
"160","Justin Kipkie","https://www.nhl.com/player/justin-kipkie-8484434","https://records.nhl.com/ari/franchises/arizona-coyotes/draft-selections","https://assets.nhle.com/logos/nhl/svg/ARI_light.svg","Arizona Coyotes","5","32","VGK-ARI","D","CAN","6' 3""","WHL","Victoria","195"
"161","Vojtech Port","https://www.nhl.com/player/vojtech-port-8484443","https://records.nhl.com/ana/franchises/anaheim-ducks/draft-selections","https://assets.nhle.com/logos/nhl/svg/ANA_light.svg","Anaheim Ducks","6","1","D","CZE","6' 2""","168","WHL","Edmonton",""
"162","Samu Bau","https://www.nhl.com/player/samu-bau-8484444","https://records.nhl.com/ari/franchises/arizona-coyotes/draft-selections","https://assets.nhle.com/logos/nhl/svg/ARI_light.svg","Arizona Coyotes","6","2","CBJ-ARI","C","FIN","6' 5""","FINLAND","Ilves","214"
"163","Timur Mukhanov","https://www.nhl.com/player/timur-mukhanov-8484445","https://records.nhl.com/car/franchises/carolina-hurricanes/draft-selections","https://assets.nhle.com/logos/nhl/svg/CAR_light.svg","Carolina Hurricanes","6","3","CHI-CAR","LW","RUS","5' 7""","RUSSIA-JR.","Omsk Jr.","178"
"164","Cole Brown","https://www.nhl.com/player/cole-brown-8484446","https://records.nhl.com/njd/franchises/new-jersey-devils/draft-selections","https://assets.nhle.com/logos/nhl/svg/NJD_light.svg","New Jersey Devils","6","4","SJS-NJD","LW","CAN","6' 2""","OHL","Hamilton","178"
"165","Filip Eriksson","https://www.nhl.com/player/filip-eriksson-8484448","https://records.nhl.com/mtl/franchises/montreal-canadiens/draft-selections","https://assets.nhle.com/logos/nhl/svg/MTL_light.svg","Montréal Canadiens","6","5","C","SWE","6' 0""","172","SWEDEN-JR.","Vaxjo Jr.",""
"166","Carsen Musser","https://www.nhl.com/player/carsen-musser-8484199","https://records.nhl.com/ari/franchises/arizona-coyotes/draft-selections","https://assets.nhle.com/logos/nhl/svg/ARI_light.svg","Arizona Coyotes","6","6","G","USA","6' 4""","212","NTDP","USA U-18",""
"167","Milton Oscarson","https://www.nhl.com/player/milton-oscarson-8484450","https://records.nhl.com/chi/franchises/chicago-blackhawks/draft-selections","https://assets.nhle.com/logos/nhl/svg/CHI_light.svg","Chicago Blackhawks","6","7","PHI-CHI","C","SWE","6' 6""","SWEDEN","Orebro","216"
"168","Visa Vedenpaa","https://www.nhl.com/player/visa-vedenpaa-8484451","https://records.nhl.com/sea/franchises/seattle-kraken/draft-selections","https://assets.nhle.com/logos/nhl/svg/SEA_light.svg","Seattle Kraken","6","8","WSH-SEA","G","FIN","6' 2""","FINLAND-JR.","Karpat Jr.","170"
"169","Rudy Guimond","https://www.nhl.com/player/rudy-guimond-8484453","https://records.nhl.com/det/franchises/detroit-red-wings/draft-selections","https://assets.nhle.com/logos/nhl/svg/DET_light.svg","Detroit Red Wings","6","9","G","CAN","6' 2""","166","HIGH-CT","Taft School",""
"170","Matthew Mayich","https://www.nhl.com/player/matthew-mayich-8484452","https://records.nhl.com/stl/franchises/st-louis-blues/draft-selections","https://assets.nhle.com/logos/nhl/svg/STL_light.svg","St. Louis Blues","6","10","D","CAN","6' 2""","187","OHL","Ottawa",""
"171","Aiden Celebrini","https://www.nhl.com/player/aiden-celebrini-8484449","https://records.nhl.com/van/franchises/vancouver-canucks/draft-selections","https://assets.nhle.com/logos/nhl/svg/VAN_light.svg","Vancouver Canucks","6","11","D","CAN","6' 1""","187","AJHL","Brooks",""
"172","Ryan MacPherson","https://www.nhl.com/player/ryan-macpherson-8484447","https://records.nhl.com/phi/franchises/philadelphia-flyers/draft-selections","https://assets.nhle.com/logos/nhl/svg/PHI_light.svg","Philadelphia Flyers","6","12","OTT-PHI","C","CAN","6' 0""","GOJHL","Leamington","167"
"173","Sean Keohane","https://www.nhl.com/player/sean-keohane-8484454","https://records.nhl.com/buf/franchises/buffalo-sabres/draft-selections","https://assets.nhle.com/logos/nhl/svg/BUF_light.svg","Buffalo Sabres","6","13","D","USA","6' 4""","182","HIGH-MA","Dexter School",""
"174","Cooper Foster","https://www.nhl.com/player/cooper-foster-8484456","https://records.nhl.com/pit/franchises/pittsburgh-penguins/draft-selections","https://assets.nhle.com/logos/nhl/svg/PIT_light.svg","Pittsburgh Penguins","6","14","C","CAN","5' 11""","172","OHL","Ottawa",""
"175","Austin Roest","https://www.nhl.com/player/austin-roest-8483844","https://records.nhl.com/nsh/franchises/nashville-predators/draft-selections","https://assets.nhle.com/logos/nhl/svg/NSH_light.svg","Nashville Predators","6","15","C","CHE","5' 10""","175","WHL","Everett",""
"176","Yegor Yegorov","https://www.nhl.com/player/yegor-yegorov-8484459","https://records.nhl.com/cgy/franchises/calgary-flames/draft-selections","https://assets.nhle.com/logos/nhl/svg/CGY_light.svg","Calgary Flames","6","16","G","RUS","6' 3""","183","RUSSIA-JR.","Dynamo Moscow Jr.",""
"177","Zachary Schulz","https://www.nhl.com/player/zachary-schulz-8484225","https://records.nhl.com/nyi/franchises/new-york-islanders/draft-selections","https://assets.nhle.com/logos/nhl/svg/NYI_light.svg","New York Islanders","6","17","D","USA","6' 1""","197","NTDP","USA U-18",""
"178","Dylan Roobroeck","https://www.nhl.com/player/dylan-roobroeck-8484461","https://records.nhl.com/nyr/franchises/new-york-rangers/draft-selections","https://assets.nhle.com/logos/nhl/svg/NYR_light.svg","New York Rangers","6","18","WPG-NYR","C","CAN","6' 7""","OHL","Oshawa","206"
"179","Warren Clark","https://www.nhl.com/player/warren-clark-8484462","https://records.nhl.com/tbl/franchises/tampa-bay-lightning/draft-selections","https://assets.nhle.com/logos/nhl/svg/TBL_light.svg","Tampa Bay Lightning","6","19","D","CAN","6' 3""","195","MJHL","Steinbach",""
"180","Zeb Forsfjall","https://www.nhl.com/player/zeb-forsfjall-8484463","https://records.nhl.com/sea/franchises/seattle-kraken/draft-selections","https://assets.nhle.com/logos/nhl/svg/SEA_light.svg","Seattle Kraken","6","20","C","SWE","5' 9""","167","SWEDEN-JR.","Skelleftea Jr.",""
"181","Kalem Parker","https://www.nhl.com/player/kalem-parker-8484460","https://records.nhl.com/min/franchises/minnesota-wild/draft-selections","https://assets.nhle.com/logos/nhl/svg/MIN_light.svg","Minnesota Wild","6","21","D","CAN","6' 0""","192","WHL","Victoria",""
"182","Ryan Conmy","https://www.nhl.com/player/ryan-conmy-8484458","https://records.nhl.com/lak/franchises/los-angeles-kings/draft-selections","https://assets.nhle.com/logos/nhl/svg/LAK_light.svg","Los Angeles Kings","6","22","RW","USA","5' 10""","188","USHL","Sioux City",""
"183","Ty Henricks","https://www.nhl.com/player/ty-henricks-8484457","https://records.nhl.com/nyr/franchises/new-york-rangers/draft-selections","https://assets.nhle.com/logos/nhl/svg/NYR_light.svg","New York Rangers","6","23","LW","USA","6' 4""","205","USHL","Muskegon",""
"184","Nathaniel Day","https://www.nhl.com/player/nathaniel-day-8484455","https://records.nhl.com/edm/franchises/edmonton-oilers/draft-selections","https://assets.nhle.com/logos/nhl/svg/EDM_light.svg","Edmonton Oilers","6","24","G","CAN","6' 2""","181","OHL","Flint",""
"185","Noah Chadwick","https://www.nhl.com/player/noah-chadwick-8484464","https://records.nhl.com/tor/franchises/toronto-maple-leafs/draft-selections","https://assets.nhle.com/logos/nhl/svg/TOR_light.svg","Toronto Maple Leafs","6","25","D","CAN","6' 4""","187","WHL","Lethbridge",""
"186","Daniil Karpovich","https://www.nhl.com/player/daniil-karpovich-8484465","https://records.nhl.com/njd/franchises/new-jersey-devils/draft-selections","https://assets.nhle.com/logos/nhl/svg/NJD_light.svg","New Jersey Devils","6","26","D","BLR","6' 3""","209","RUSSIA-JR.","Yekaterinburg Jr.",""
"187","Jeremy Hanzel","https://www.nhl.com/player/jeremy-hanzel-8483086","https://records.nhl.com/col/franchises/colorado-avalanche/draft-selections","https://assets.nhle.com/logos/nhl/svg/COL_light.svg","Colorado Avalanche","6","27","D","CAN","6' 1""","196","WHL","Seattle",""
"188","Ryan Walsh","https://www.nhl.com/player/ryan-walsh-8484467","https://records.nhl.com/bos/franchises/boston-bruins/draft-selections","https://assets.nhle.com/logos/nhl/svg/BOS_light.svg","Boston Bruins","6","28","C","USA","6' 0""","180","USHL","Cedar Rapids",""
"189","Angus MacDonell","https://www.nhl.com/player/angus-macdonell-8484468","https://records.nhl.com/dal/franchises/dallas-stars/draft-selections","https://assets.nhle.com/logos/nhl/svg/DAL_light.svg","Dallas Stars","6","29","C","CAN","5' 9""","180","OHL","Mississauga",""
"190","Michael Emerson","https://www.nhl.com/player/michael-emerson-8484469","https://records.nhl.com/car/franchises/carolina-hurricanes/draft-selections","https://assets.nhle.com/logos/nhl/svg/CAR_light.svg","Carolina Hurricanes","6","30","RW","USA","6' 1""","192","USHL","Chicago",""
"191","Luke Coughlin","https://www.nhl.com/player/luke-coughlin-8484470","https://records.nhl.com/fla/franchises/florida-panthers/draft-selections","https://assets.nhle.com/logos/nhl/svg/FLA_light.svg","Florida Panthers","6","31","D","CAN","5' 10""","170","QMJHL","Rimouski",""
"192","Tuomas Uronen","https://www.nhl.com/player/tuomas-uronen-8484466","https://records.nhl.com/vgk/franchises/vegas-golden-knights/draft-selections","https://assets.nhle.com/logos/nhl/svg/VGK_light.svg","Vegas Golden Knights","6","32","RW","FIN","5' 11""","183","FINLAND-JR.","HIFK Jr.",""
